Country Group Name,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,Estimates Start After
Major advanced economies (G7),Volume of exports of goods,Percent change,,,5.912,4.736,-2.045,1.527,10.327,4.704,1.943,4.55,8.632,8.219,6.389,6.488,5.531,0.931,8.639,8.846,5.586,11.783,3.551,4.444,11.743,-1.351,0.836,2.087,8.112,6.236,9.794,5.173,1.095,-15.85,15.25,6.191,2.315,1.173,4.056,2.699,1.241,5.008,2.927,0.605,-10.719,8.089,3.463,1.05,2.591,3.079,2.808,2.466,
Other advanced economies (Advanced economies excluding G7 and euro area),Volume of exports of goods,Percent change,,,n/a,7.446,0.92,9.103,12.776,4.976,12.017,12.982,11.337,4.378,5.376,8.397,8.265,8.105,11.569,13.499,6.69,11.342,2.008,7.761,15.253,-1.744,6.628,9.488,14.19,8.24,8.954,7.432,3.695,-7.702,15.317,7.498,3.446,4.822,0.877,0.631,1.401,5.513,3.027,-1.312,-0.695,11.24,-0.344,2.208,3.204,3.218,3.025,3.008,
Emerging market and developing economies,Volume of exports of goods,Percent change,,,-4.074,2.591,-5.894,-2.661,3.769,-1.121,3.962,6.148,11.562,8.664,7.183,7.484,9.785,8.804,7.35,9.952,5.998,8.73,6.189,2.67,13.947,3.34,7.389,13.781,14.738,11.67,10.648,9.297,4.611,-8.409,15.232,7.962,4.4,4.332,2.803,1.437,2.673,6.508,3.9,-0.401,-0.948,10.951,1.429,2.362,3.851,3.889,3.926,4.012,
Emerging and developing Asia,Volume of exports of goods,Percent change,,,5.569,-9.712,-2.622,7.739,11.452,-2.186,10.807,13.912,9.912,13.975,7.605,14.369,13.135,9.942,15.976,13.428,4.981,12.943,10.617,2.649,20.376,3.386,14.436,20.437,20.044,16.804,18.448,13.715,6.018,-9.409,23.242,10.912,4.987,7.714,4.944,-1.216,2.551,8.847,4.577,-0.312,2.468,15.077,0.915,2.447,4.046,4.324,4.376,4.388,
Emerging and developing Europe,Volume of exports of goods,Percent change,,,0.686,16.134,5.563,3.824,17.634,2.149,-10.509,14.274,8.737,-3.605,-5.587,1.867,3.706,1.249,3.526,7.818,5.335,7.74,6.126,-1.922,13.015,7.006,9.277,12.523,12.395,6.585,8.803,8.813,3.056,-7.26,11.272,2.816,2.605,2.544,2.338,5.857,5.332,6.851,4.577,1.968,-1.554,8.591,-6.35,0.889,5.033,3.9,3.433,3.483,
ASEAN-5,Volume of exports of goods,Percent change,,,7.072,-14.157,-7.164,8.989,14.008,-2.938,11.706,17.865,11.259,16.007,8.976,16.879,12.926,8.833,17.253,14.101,4.928,13.164,4.488,0.472,16.893,-3.319,5.084,8.915,15.236,6.783,8.239,1.679,0.12,-9.63,11.09,9.125,3.204,3.298,4.988,2.538,3.413,11.352,5.721,0.296,0.726,11.96,0.772,3.091,4.531,5.234,5.789,5.78,
Latin America and the Caribbean,Volume of exports of goods,Percent change,,,n/a,n/a,n/a,4.103,8.131,6.016,0.664,6.704,18.2,6.755,5.029,4.68,7.825,12.584,9.944,14.042,8.634,10.589,6.567,3.648,8.972,2.279,1.251,5.046,11.435,8.064,6.008,2.476,0.244,-9.906,11.468,6.428,2.71,0.913,1.136,3.745,1.968,3.981,3.639,0.337,-5.465,6.662,4.868,2.754,3.332,3.395,3.234,2.747,
Middle East and Central Asia,Volume of exports of goods,Percent change,,,-14.36,3.912,-14.006,-12.626,-5.696,-10.782,8.467,-2.492,9.273,13.341,14.182,7.442,13.561,10.904,-0.233,2.262,3.627,4.006,-0.274,5.809,11.991,1.63,1.659,13.956,10.728,9.014,5.055,7.422,7.574,-7.461,7.167,9.607,6.693,1.426,0.435,2.089,2.101,1.851,1.383,-4.415,-5.108,2.993,9.097,2.812,2.213,2.59,2.967,3.896,
Sub-Saharan Africa,Volume of exports of goods,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,-1.202,4.218,4.622,2.836,4.468,3.599,1.803,3.902,2.904,10.202,8.636,4.222,-1.01,3.912,3.661,3.332,0.488,5.59,9.135,12.505,-0.653,8.188,2.256,-5.128,6.14,-0.192,1.785,3.801,0.116,2.648,-0.557,2.271,3.207,1.786,-8.813,3.259,1.533,3.531,4.736,4.363,5.242,5.383,
Advanced economies,Terms of trade of goods and services,Percent change,,,-7.749,-1.904,1.381,1.332,-0.07,0.324,6.724,0.691,1.003,-0.099,-1.179,-1.002,0.555,0.77,1.394,-0.133,-0.125,-0.641,1.451,-0.488,-2.191,0.316,0.901,1.17,-0.245,-1.171,-1.11,0.408,-2.079,2.579,-0.863,-1.454,-0.496,0.941,0.33,1.847,1.089,-0.299,-0.429,0.317,0.877,0.625,-1.466,0.479,0.431,0.213,0.225,0.166,
Euro area,Terms of trade of goods and services,Percent change,,,-7.519,-5.397,2.094,0.668,-0.721,0.774,9.425,1.701,0.878,-0.879,-1.088,-3.696,1.104,0.296,-0.026,-0.089,0.086,-0.434,1.776,-0.476,-3.031,0.619,1.586,1.416,-0.746,-1.14,-1.253,0.64,-1.741,2.99,-2.141,-2.171,-0.505,0.734,0.656,2.301,1.348,-1.022,-0.713,0.521,1.479,-2.228,-3.516,1.537,0.987,0.292,0.389,0.41,
Major advanced economies (G7),Terms of trade of goods and services,Percent change,,,-8.705,-1.776,1.17,1.988,0.017,0.441,8.023,0.908,0.961,-0.825,-1.987,-1.639,0.722,0.774,2.208,-0.502,-0.34,-0.776,2.057,-0.073,-2.825,0.588,0.902,1.272,-0.083,-1.85,-1.72,0.341,-2.815,4.407,-1.752,-2.048,-0.596,1.281,0.84,2.133,1.785,-0.491,-0.415,0.655,1.222,0.531,-1.279,1.364,0.787,0.142,0.143,0.05,
Other advanced economies (Advanced economies excluding G7 and euro area),Terms of trade of goods and services,Percent change,,,n/a,-0.208,0.991,0.875,-0.598,-1.007,2.274,-0.535,0.93,1.899,0.626,0.072,0.046,0.707,-0.04,-0.024,0.614,-0.492,-0.261,-0.912,-0.886,-0.858,0.642,0.184,-0.276,-0.098,-0.327,0.256,-0.626,-0.717,1.51,-0.151,-0.458,0.783,-0.228,1.497,-0.065,0.372,-0.467,-0.238,0.106,2.802,-0.767,-1.505,-0.418,0.323,0.314,0.284,
Emerging market and developing economies,Terms of trade of goods and services,Percent change,,,27.261,2.268,-4.19,-5.166,2.021,-1.639,-18.443,4.222,-5.602,2.407,1.789,-4.101,-0.726,-1.089,0.405,0.823,4.341,1.251,-3.91,4.768,7.407,-2.784,0.848,0.414,1.787,4.638,3.645,2.226,3.67,-5.767,1.607,3.901,0.301,-0.208,-0.678,-4.366,-1.599,1.582,1.069,-1.52,-1.139,1.701,0.812,-1.676,-1.014,-0.601,-0.448,-0.186,
Emerging and developing Asia,Terms of trade of goods and services,Percent change,,,-0.254,15.711,0.731,-2.155,1.92,-1.982,-11.874,5.966,-6.236,1.589,2.034,-0.601,1.066,-0.013,1.138,2.391,2.485,-2.124,-0.471,1.305,-1.399,-1.076,-0.501,-1.333,-2.021,-0.614,-0.131,0.222,-1.99,2.951,-4.984,-2.645,1.705,1.021,2.035,6.429,-0.185,-2.163,-1.91,-1.489,3.426,-4.668,-2.636,-1.212,0.223,0.597,0.221,0.519,
Emerging and developing Europe,Terms of trade of goods and services,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.365,7.553,1.048,1.62,-1.772,3.76,7.254,0.97,1.651,10.047,-4.025,0.685,-0.361,3.677,4.691,4.533,4.285,6.741,-12.088,4.508,8.189,1.02,-2.517,-0.88,-8.775,-4.111,2.637,2.935,0.295,-3.32,5.423,5.594,2.471,-1.188,-1.297,-0.674,-0.486,
ASEAN-5,Terms of trade of goods and services,Percent change,,,1.084,19.439,1.735,-3.164,2.04,-2.331,-13.466,8.386,-8.949,2.504,2.143,-0.862,-0.112,-0.046,1.467,2.703,3.247,-2.963,-1.573,5.335,1.198,-3.509,0.297,-0.02,1.198,0.658,2.012,4.38,4.074,-3.67,1.031,-1.678,1.23,0.359,0.806,0.33,0.498,0.947,-0.255,-1.3,-1.178,1.476,3.99,1.549,0.384,0.453,0.633,0.412,
Latin America and the Caribbean,Terms of trade of goods and services,Percent change,,,n/a,n/a,n/a,-5.162,0.946,-5.193,-12.619,3.966,-2.786,0.202,3.119,-3.898,-3.462,3.011,3.923,4.181,1.226,3.096,-2.623,1.579,6.922,-3.558,0.521,2.574,2.457,3.535,6.502,3.544,3.705,-5.08,7.446,5.08,-1.625,-1.043,-2.576,-7.86,0.306,3.807,-0.55,-0.507,0.811,3.617,-3.018,-1.831,-0.435,-0.522,-0.189,-0.269,
Middle East and Central Asia,Terms of trade of goods and services,Percent change,,,38.058,1.029,-5.434,-8.475,0.764,-0.801,-36.227,5.49,-11.303,7.816,11.45,-7.56,-0.588,-6.857,-3.546,-3.326,11.486,-0.685,-16.567,21.668,24.891,-3.26,3.431,1.626,6.267,15.547,5.38,2.966,11.871,-16.211,6.042,12.402,-1.631,0.222,-4.431,-22.32,-5.096,8.79,9.094,-4.066,-14.734,18.601,11.539,-6.15,-5.401,-4.027,-2.882,-2.366,
Sub-Saharan Africa,Terms of trade of goods and services,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.084,-3.987,-3.238,-3.767,-0.971,4.08,-0.302,-4.997,4.579,9.166,-4.533,2.176,3.173,4.896,8.672,8.819,3.005,6.848,-9.249,11.44,11.357,-0.579,-1.157,-3.161,-13.028,-1.706,7.939,5.581,-2.207,-2.839,12.326,4.264,-5.127,-1.636,-1.232,-0.783,-0.72,
Advanced economies,Terms of trade of goods,Percent change,,,-8.794,-2.298,1.799,1.395,0.443,0.684,8.286,0.617,1.398,-0.785,-0.989,-0.992,1.549,1.612,0.674,0.212,-0.115,-1.135,1.858,-0.606,-2.743,0.289,1.011,1.38,-0.182,-1.626,-1.32,0.561,-2.144,3.419,-1.332,-1.781,-0.736,1.065,0.207,1.852,1.319,-0.407,-0.66,0.312,1.098,0.567,-1.567,0.267,0.341,0.12,0.062,-0.027,
Euro area,Terms of trade of goods,Percent change,,,-7.422,-6.322,2.248,0.497,-0.158,0.985,11.812,1.747,0.658,-1.873,-0.192,-5.036,1.865,0.548,0.102,0.175,0.064,-0.571,2.487,-0.616,-3.855,0.753,1.52,1.445,-0.713,-1.632,-1.483,0.623,-1.954,4.113,-2.821,-2.728,-0.441,1.169,1.125,3.134,1.716,-1.647,-1.18,0.866,2.139,-4.171,-4.243,1.823,0.978,0.238,0.24,0.194,
Major advanced economies (G7),Terms of trade of goods,Percent change,,,-10.121,-2.465,1.521,2.141,0.041,0.875,10.302,1.261,1.364,-1.757,-1.558,-1.382,2.261,2.531,1.091,0.322,-0.511,-1.393,2.586,-0.061,-3.891,0.648,1.438,1.91,-0.005,-2.532,-2.083,0.759,-2.723,5.486,-2.488,-2.438,-1.145,1.365,0.538,1.75,2.12,-0.635,-0.458,0.52,1.695,0.57,-2.493,0.859,0.936,0.098,0.049,-0.13,
Other advanced economies (Advanced economies excluding G7 and euro area),Terms of trade of goods,Percent change,,,n/a,-2.039,2.062,-0.401,1.182,-0.468,2.237,-0.373,1.499,2.43,0.556,-0.422,0.285,-0.015,-0.44,-0.366,1.06,-0.822,-0.422,-1.038,-0.252,-0.946,0.251,-0.472,-0.377,-0.152,-0.433,0.358,-0.977,-0.188,1.309,-0.44,-0.541,1.042,-0.222,2.053,-0.011,0.402,-0.889,-0.21,0.024,3.354,0.183,-1.225,-0.424,0.386,0.367,0.345,
Emerging market and developing economies,Terms of trade of goods,Percent change,,,23.615,0.679,-5.539,-2.675,3.898,-0.729,-18.472,2.108,-5.865,1.42,2.608,-3.019,-2.914,-2.181,2.234,3.282,4.337,1.857,-6.661,3.274,7.843,-2.643,1.165,0.106,1.727,5.495,4.283,2.29,3.962,-6.238,1.51,4.503,0.053,-0.368,-0.473,-4.124,-1.53,1.326,1.269,-0.4,-2.994,1.719,1.511,-0.351,-1.381,-0.775,-0.352,-0.304,
Emerging and developing Asia,Terms of trade of goods,Percent change,,,-2.584,17.978,1.557,-0.75,2.954,-0.88,-11.521,0.333,4.003,0.854,-0.479,-1.487,-0.957,-0.092,1.64,1.627,0.409,-2.732,-0.675,-5.299,-2.595,-0.99,-0.659,-1.52,-3.082,-0.649,-0.156,0.263,-1.716,3.562,-6.091,-2.732,1.41,1.105,2.417,8.303,0.207,-3.24,-2.019,0.766,0.382,-5.573,-2.41,1.497,-0.223,0.485,0.344,0.286,
Emerging and developing Europe,Terms of trade of goods,Percent change,,,-1.166,2.034,0.773,0.913,-0.183,1.586,3.503,-0.257,4.498,-1.984,-17.406,15.231,2.431,2.447,3.74,-1.475,7.081,11.834,-7.355,2.171,13.626,-1.674,-0.435,-0.831,4.748,6.83,5.899,3.405,7.968,-13.82,5.236,10.16,1.549,-3.645,-0.38,-9.147,-5.416,3.333,4.18,0.415,-4.352,8.235,8.547,2.507,-1.912,-1.824,-0.407,-0.383,
ASEAN-5,Terms of trade of goods,Percent change,,,-2.033,23.008,2.75,-1.334,2.608,-3.159,-12.979,-1.134,6.469,-0.454,-1.781,-2.68,-1.24,-0.104,2.1,1.74,0.676,-3.926,0.41,-6.73,0.089,-3.459,0.187,0.447,-0.088,0.504,2.673,3.97,3.505,-2.952,1.855,-1.982,-0.671,0.225,0.56,0.56,1.063,0.407,-1.185,-1.252,0.145,2.517,4.161,2.794,0.709,0.442,0.687,0.52,
Latin America and the Caribbean,Terms of trade of goods,Percent change,,,n/a,n/a,n/a,n/a,n/a,-4.805,-12.245,2.062,-7.164,1.412,0.132,-5.166,-6.532,0.755,6.483,6.981,1.289,2.426,-3.538,3.93,7.693,-3.443,1.663,2.693,2.325,3.613,6.579,3.926,4.298,-5.074,7.392,5.118,-1.707,-1.488,-2.697,-8.984,0.861,4.365,-0.207,-0.61,0.619,4.161,-3.315,-1.872,-0.405,-0.5,-0.231,-0.273,
Middle East and Central Asia,Terms of trade of goods,Percent change,,,42.489,3.777,-2.637,-6.116,-0.763,0.543,-39.338,6.658,-16.328,6.279,19.386,-4.729,-1.978,-10.221,-1.207,6.09,9.844,-0.778,-19.05,22.217,25.144,-5.02,4.251,1.285,7.599,18.064,6.79,3.5,10.618,-17.322,7.216,13.671,-2.453,0.522,-4.191,-24.067,-5.428,9.748,10.03,-4.558,-17.745,20.988,14.442,-6.543,-5.838,-4.531,-3.048,-2.488,
Sub-Saharan Africa,Terms of trade of goods,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,0.171,-0.282,-3.729,-4.287,-4.37,-3.818,-3.356,-1.738,-1.475,-1.247,6.153,-1.696,-12.472,4.734,10.286,-3.587,4.611,0.893,5.418,8.931,9.527,4.018,9.493,-12.015,11.955,12.987,-1.233,-0.862,-3.604,-14.702,-1.458,9.354,4.838,-2.255,0.399,10.564,2.146,-5.53,-1.884,-1.183,-0.825,-0.811,
Advanced economies,Export price of manufactures,"U.S. dollars; index, 2000=100",,,68.237,71.474,68.81,68.492,69.019,67.841,71.749,79.747,88.425,90.43,92.076,95.722,95.15,94.843,96.075,100.105,101.539,97.661,93.319,92.274,92.393,89.189,87.514,90.098,96.084,100,102.178,105.515,111.845,110.003,112.188,117.099,120.014,116.496,115.955,112.497,106.62,106.708,108.884,109.369,105.888,113.055,124.534,129.403,132.832,135.098,136.879,138.654,
Advanced economies,Export price of manufactures,U.S. dollars; annual percent change,,,17.21,4.743,-3.727,-0.462,0.769,-1.707,5.76,11.147,10.883,2.267,1.82,3.959,-0.598,-0.322,1.299,4.195,1.433,-3.82,-4.445,-1.12,0.129,-3.468,-1.878,2.953,6.644,4.075,2.178,3.265,5.999,-1.647,1.986,4.378,2.49,-2.932,-0.464,-2.982,-5.224,0.082,2.04,0.445,-3.183,6.769,10.154,3.909,2.65,1.706,1.318,1.297,
Advanced economies,Unemployment rate,Percent of total labor force,,,5.59,6.331,7.598,7.918,7.506,7.353,7.26,6.89,6.341,5.886,5.808,6.417,7.067,7.552,7.416,7.105,7.13,6.882,6.849,6.588,6.053,6.086,6.546,6.762,6.568,6.297,5.845,5.46,5.861,8.071,8.331,8,8.055,7.945,7.303,6.701,6.241,5.668,5.127,4.826,6.599,5.6,4.539,4.952,5.217,5.138,4.973,4.902,
Euro area,Unemployment rate,Percent of total labor force,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.21,9.11,9.958,10.617,10.65,10.8,10.8,10.483,9.792,8.975,8.425,8.675,9.117,9.342,9.183,8.475,7.617,7.667,9.675,10.242,10.283,11.45,12.092,11.683,10.925,10.075,9.117,8.225,7.608,7.967,7.733,6.816,7.03,6.928,6.844,6.746,6.721,
Major advanced economies (G7),Unemployment rate,Percent of total labor force,,,5.625,6.372,7.777,7.938,7.281,7.128,7.07,6.727,6.142,5.731,5.689,6.319,6.933,7.094,6.893,6.625,6.658,6.44,6.268,6.065,5.66,5.887,6.453,6.627,6.372,6.169,5.769,5.423,5.86,7.991,8.117,7.623,7.357,7.074,6.361,5.792,5.439,4.977,4.532,4.266,6.466,5.2,4.119,4.68,5.071,4.963,4.721,4.62,
Other advanced economies (Advanced economies excluding G7 and euro area),Unemployment rate,Percent of total labor force,,,4.177,4.18,4.579,5.27,4.966,4.703,4.338,3.864,3.522,3.528,3.709,4.445,5.059,5.607,5.006,4.519,4.671,4.87,6.191,6.079,5.08,5.19,5.194,5.44,5.284,5.065,4.64,4.165,4.023,5.333,5.217,4.734,4.669,4.642,4.653,4.523,4.414,4.209,4.02,3.974,4.662,4.346,3.595,3.722,3.773,3.826,3.887,3.897,
Advanced economies,Employment,"Index, 2000=100",,,77.745,78.078,77.835,78.23,79.511,80.616,82,83.588,85.244,86.96,88.309,88.509,88.536,88.572,89.429,90.438,91.34,92.52,93.317,94.397,96.137,96.806,97.111,97.676,98.595,100,101.677,103.225,103.768,101.315,101.17,101.821,102.468,103.009,104.262,105.609,107.223,108.663,110.281,111.568,108.525,110.439,112.985,113.22,n/a,n/a,n/a,n/a,
Euro area,Employment,"Index, 2000=100",,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,91.917,91.202,89.831,89.291,89.818,90.18,90.449,92.082,93.487,95.211,96.726,97.494,97.872,98.514,100,101.852,103.87,104.945,102.271,101.666,101.947,101.13,100.449,101.042,102.179,104.024,105.604,107.058,108.367,106.82,108.305,110.451,110.563,n/a,n/a,n/a,n/a,
Major advanced economies (G7),Employment,"Index, 2000=100",,,80.328,80.649,80.162,80.649,82.31,83.411,84.667,86.041,87.623,89.3,90.573,90.535,90.59,90.811,91.622,92.358,93.084,94.274,95.124,96.039,97.553,97.894,97.765,98.161,98.853,100,101.428,102.641,102.872,100.281,100.112,100.771,101.734,102.472,103.685,104.897,106.489,107.74,109.272,110.434,106.765,108.751,111.318,111.269,n/a,n/a,n/a,n/a,
Other advanced economies (Advanced economies excluding G7 and euro area),Employment,"Index, 2000=100",,,67.065,68.205,69.368,69.85,70.897,72.623,74.891,77.394,79.204,81.099,82.548,83.629,84.247,84.717,86.758,88.923,90.621,91.742,90.639,91.664,93.998,95.094,96.416,96.864,98.438,100,102.158,104.501,106.343,105.757,106.991,109,110.648,112.086,113.985,115.57,117.023,118.671,120.11,121.446,120.168,121.544,123.959,125.108,n/a,n/a,n/a,n/a,
Advanced economies,General government revenue,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35.325,34.183,34.4,34.753,35.479,36.148,36.537,36.138,34.776,34.576,35.153,35.274,36.471,36.508,36.134,35.972,35.92,35.901,35.708,36.108,36.886,37.357,36.436,36.109,35.929,35.966,36.072,
Euro area,General government revenue,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44.866,46.001,46.693,46.32,45.663,46.031,46.013,45.747,46.135,45.621,44.927,44.533,44.441,44.139,44.385,44.828,44.955,44.673,44.707,44.593,45.177,46.261,46.883,46.814,46.436,46.262,46.197,46.436,46.266,46.399,47.236,46.868,46.429,46.06,45.89,45.73,45.616,
Major advanced economies (G7),General government revenue,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.981,33.622,33.704,34.054,34.865,35.635,36.01,35.578,34.172,34.05,34.666,34.768,36.237,36.431,36.261,35.984,35.895,35.774,35.599,36.094,36.746,37.44,36.363,36.006,35.842,35.927,36.1,
Other advanced economies (Advanced economies excluding G7 and euro area),General government revenue,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31.405,31.856,31.585,33.472,33.164,34.332,32.649,32.177,33.372,33.476,33.788,33.838,34.318,34.443,33.132,32.273,32.846,32.904,32.782,32.139,31.32,31.778,32.074,32.239,32.025,31.98,33.479,33.482,32.976,32.877,32.714,32.701,32.602,
European Union,General government revenue,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,45.34,46.15,46.675,46.489,46.17,46.64,46.469,46.116,46.496,45.823,45.061,44.647,44.611,44.321,44.599,44.932,44.997,44.611,44.557,44.47,44.992,46.008,46.541,46.474,46.119,45.897,45.812,46.05,45.882,45.99,46.782,46.253,45.864,45.528,45.354,45.181,45.043,
Emerging market and developing economies,General government revenue,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21.26,21.348,22.801,22.63,22.652,23.511,24.406,26.151,26.876,26.747,28.851,25.999,26.743,28.13,28.557,28.073,27.421,26.338,25.963,26.307,26.76,26.22,24.235,25.076,24.414,24.594,24.543,24.524,24.506,24.516,
Emerging and developing Asia,General government revenue,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.516,14.367,14.441,13.834,14.58,14.894,16.045,16.475,16.878,17.3,17.714,18.297,19.059,21.378,21.684,22.216,24.078,24.96,25.005,25.258,25.9,25.639,25.761,25.86,25.113,23.211,24.245,22.915,23.465,23.557,23.69,23.809,23.915,
Emerging and developing Europe,General government revenue,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.673,35.575,35.217,35.073,34.771,36.491,37.137,37.089,36.856,34.585,34.391,35.431,35.467,34.857,34.827,34.325,34.453,34.406,35.807,35.873,35.301,35.846,34.02,34.096,34.205,34.5,34.469,34.385,
ASEAN-5,General government revenue,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17.78,18.014,18.694,17.424,17.095,16.434,19.156,18.417,19.136,19.147,19.494,20.027,19.505,20.205,18.312,18.244,19.069,19.398,19.335,18.832,18.34,17.649,17.399,18.058,17.972,17.042,16.99,16.964,16.316,16.475,16.664,16.825,16.893,
Latin America and the Caribbean,General government revenue,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25.909,25.557,24.762,23.974,23.555,23.327,23.764,25.509,26.056,27.482,28.17,28.547,30.593,28.403,29.824,30.209,29.873,29.541,28.364,26.424,27.103,27.053,26.804,27.046,25.76,26.819,27.478,26.82,26.738,26.519,26.472,26.523,
Middle East and Central Asia,General government revenue,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23.352,n/a,n/a,24.038,24.785,25.838,25.728,n/a,23.649,28.387,25.432,25.377,26.599,29.133,33.547,34.054,31.92,36.616,28.618,30.052,31.857,33.96,32.637,30.155,25.068,22.364,23.884,26.495,25.437,21.418,21.312,23.457,23.144,22.642,22.135,21.756,21.579,
Sub-Saharan Africa,General government revenue,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.44,20.749,18.917,19.451,20.726,22.227,24.131,22.029,23.129,18.655,19.813,22.017,21.084,19.461,18.695,16.744,15.854,16.817,17.401,16.972,15.636,17.084,17.521,17.227,16.788,16.48,16.198,15.945,
Advanced economies,General government total expenditure,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36.978,37.639,38.336,37.975,37.872,37.506,37.763,39.611,43.398,42.183,41.374,40.752,40.137,39.582,38.712,38.628,38.276,38.324,38.563,46.535,44.097,41.002,40.144,39.895,39.977,39.947,39.915,
Euro area,General government total expenditure,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,49.944,51.12,52.535,51.354,52.996,50.393,49.064,48.192,47.648,46.891,46.88,47.197,47.528,47.001,46.98,46.344,45.6,46.835,50.944,50.87,49.424,50.069,49.957,49.302,48.433,47.739,47.135,46.883,46.93,53.448,52.323,50.678,49.731,48.891,48.475,48.27,48.143,
Major advanced economies (G7),General government total expenditure,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36.977,37.724,38.388,37.997,38.093,37.812,38.2,40.044,43.988,42.819,42.037,41.206,40.526,40.031,39.261,39.309,39.109,39.121,39.222,47.972,45.446,41.839,40.994,40.784,40.973,40.988,40.981,
Other advanced economies (Advanced economies excluding G7 and euro area),General government total expenditure,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33.164,32.532,31.452,34.028,32.658,32.529,32.248,32.36,33.501,32.885,31.858,31.157,30.84,32.413,34.323,32.707,32.644,32.664,32.645,31.978,31.36,31.297,30.878,31.086,32.165,36.765,34.867,33.79,32.74,32.475,32.267,32.126,32.04,
European Union,General government total expenditure,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50.102,51.337,52.587,51.598,53.416,50.918,49.47,48.502,47.966,46.981,46.974,47.372,47.691,47.045,46.949,46.308,45.487,46.605,50.547,50.435,49.064,49.632,49.368,48.887,47.988,47.252,46.611,46.441,46.465,52.749,51.427,49.874,48.969,48.236,47.849,47.618,47.437,
Emerging market and developing economies,General government total expenditure,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24.652,24.405,25.591,26.118,26.256,25.551,25.677,25.844,26.213,28.187,29.78,29.114,29.102,29.581,29.769,29.855,30.447,30.422,30.153,30.306,30.716,32.805,30.338,30.491,29.961,29.965,29.808,29.713,29.641,
